date,plot_id,greenhouse_id,farm_id,input_type,quantity,unit_cost,total_cost,reason,purpose,is_precision_action
2025-03-10,P0068,GH013,F08,Water,669.1697815,0.0025,1.67,Shock response,Routine,0
2025-03-10,P0068,GH013,F08,Labor,1.779224049,28,49.82,Growth phase,Routine,0
2025-03-10,P0068,GH013,F08,Energy,26.46591772,0.19,5.03,Irrigation adjustment,Routine,0
2025-04-17,P0068,GH013,F08,Fertilizer,20.22146976,1.95,39.43,Growth phase,Routine,0
2025-04-17,P0068,GH013,F08,Water,592.9266551,0.0025,1.48,Pest response,Routine,0
2025-04-17,P0068,GH013,F08,Labor,0.298552003,28,8.36,Irrigation adjustment,Routine,0
2025-04-17,P0068,GH013,F08,Energy,41.88398388,0.19,7.96,Pest response,Routine,0
2025-04-21,P0068,GH013,F08,Fertilizer,23.95851133,1.95,46.72,Irrigation adjustment,Routine,0
2025-04-21,P0068,GH013,F08,Water,753.9867626,0.0025,1.88,Shock response,Routine,0
2025-04-21,P0068,GH013,F08,Labor,0.413457959,28,11.58,Irrigation adjustment,Routine,0
2025-04-24,P0068,GH013,F08,Fertilizer,20.03816645,1.95,39.07,Irrigation adjustment,Routine,0
2025-04-24,P0068,GH013,F08,Water,612.8526776,0.0025,1.53,Pest response,Routine,0
2025-06-13,P0068,GH013,F08,Fertilizer,17.45332672,1.95,34.03,Pest response,Response to alert,1
2025-06-13,P0068,GH013,F08,Pesticide,2.470676059,14,34.59,Shock response,Response to alert,1
2025-06-13,P0068,GH013,F08,Water,220.117663,0.0025,0.55,Growth phase,Routine,0
2025-06-13,P0068,GH013,F08,Energy,26.09030062,0.19,4.96,Irrigation adjustment,Routine,0
2025-07-01,P0068,GH013,F08,Fertilizer,19.72993263,1.95,38.47,Irrigation adjustment,Routine,0
2025-07-01,P0068,GH013,F08,Water,577.0389465,0.0025,1.44,Shock response,Routine,0
2025-07-01,P0068,GH013,F08,Labor,1.69715303,28,47.52,Irrigation adjustment,Routine,0
2025-07-01,P0068,GH013,F08,Energy,43.96291514,0.19,8.35,Growth phase,Routine,0
2025-08-05,P0068,GH013,F08,Fertilizer,12.1762352,1.95,23.74,Growth phase,Response to alert,1
2025-08-05,P0068,GH013,F08,Water,549.4320872,0.0025,1.37,Irrigation adjustment,Routine,0
2025-08-05,P0068,GH013,F08,Energy,33.204989,0.19,6.31,Routine,Routine,0
2025-04-15,P0069,GH020,F01,Fertilizer,20.38940016,1.95,39.76,Pest response,Routine,0
2025-04-15,P0069,GH020,F01,Water,838.5523973,0.0025,2.1,Pest response,Routine,0
2025-04-15,P0069,GH020,F01,Energy,35.54073055,0.19,6.75,Growth phase,Routine,0
2025-05-09,P0069,GH020,F01,Water,577.2278455,0.0025,1.44,Routine,Routine,0
2025-05-09,P0069,GH020,F01,Labor,2.168144609,28,60.71,Shock response,Routine,0
2025-05-22,P0069,GH020,F01,Fertilizer,23.18392031,1.95,45.21,Routine,Routine,0
2025-05-22,P0069,GH020,F01,Pesticide,1.091751379,14,15.28,Growth phase,Routine,0
2025-05-22,P0069,GH020,F01,Water,735.6525349,0.0025,1.84,Pest response,Routine,0
2025-05-22,P0069,GH020,F01,Labor,2.275863009,28,63.72,Growth phase,Routine,0
2025-05-22,P0069,GH020,F01,Energy,28.00136058,0.19,5.32,Growth phase,Routine,0
2025-06-03,P0069,GH020,F01,Fertilizer,21.05171379,1.95,41.05,Pest response,Routine,0
2025-06-03,P0069,GH020,F01,Pesticide,1.503942047,14,21.06,Growth phase,Response to alert,1
2025-06-03,P0069,GH020,F01,Labor,2.196112872,28,61.49,Growth phase,Routine,0
2025-07-03,P0069,GH020,F01,Pesticide,2.99979413,14,42,Routine,Response to alert,1
2025-07-03,P0069,GH020,F01,Water,321.3043012,0.0025,0.8,Shock response,Routine,0
2025-07-10,P0069,GH020,F01,Fertilizer,12.57230075,1.95,24.52,Pest response,Routine,0
2025-07-10,P0069,GH020,F01,Water,641.2912705,0.0025,1.6,Growth phase,Routine,0
2025-07-10,P0069,GH020,F01,Energy,37.17495036,0.19,7.06,Pest response,Routine,0
2025-07-29,P0069,GH020,F01,Pesticide,1.351340992,14,18.92,Pest response,Routine,0
2025-07-29,P0069,GH020,F01,Water,591.1150135,0.0025,1.48,Shock response,Routine,0
2025-07-29,P0069,GH020,F01,Labor,1.295989959,28,36.29,Pest response,Routine,0
2025-08-18,P0069,GH020,F01,Fertilizer,15.48735076,1.95,30.2,Shock response,Routine,0
2025-08-18,P0069,GH020,F01,Pesticide,2.854049016,14,39.96,Routine,Routine,0
2025-08-18,P0069,GH020,F01,Water,410.8501986,0.0025,1.03,Irrigation adjustment,Routine,0
2025-08-18,P0069,GH020,F01,Labor,2.160694554,28,60.5,Shock response,Routine,0
2025-08-18,P0069,GH020,F01,Energy,44.87676868,0.19,8.53,Pest response,Routine,0
2025-03-06,P0070,GH002,F01,Pesticide,3.130117682,14,43.82,Routine,Response to alert,1
2025-03-06,P0070,GH002,F01,Water,606.3216229,0.0025,1.52,Pest response,Routine,0
2025-03-06,P0070,GH002,F01,Labor,1.020316164,28,28.57,Shock response,Routine,0
2025-03-06,P0070,GH002,F01,Energy,33.34570743,0.19,6.34,Shock response,Routine,0
2025-03-18,P0070,GH002,F01,Fertilizer,21.63886445,1.95,42.2,Pest response,Routine,0
2025-03-18,P0070,GH002,F01,Pesticide,2.353006641,14,32.94,Pest response,Routine,0
2025-03-18,P0070,GH002,F01,Water,706.9817432,0.0025,1.77,Shock response,Routine,0
2025-03-18,P0070,GH002,F01,Labor,1.391227083,28,38.95,Routine,Routine,0
2025-04-15,P0070,GH002,F01,Fertilizer,9.484225771,1.95,18.49,Irrigation adjustment,Routine,0
2025-04-15,P0070,GH002,F01,Pesticide,1.582375458,14,22.15,Routine,Routine,0
2025-04-15,P0070,GH002,F01,Water,769.934826,0.0025,1.92,Pest response,Routine,0
2025-05-02,P0070,GH002,F01,Fertilizer,20.6079275,1.95,40.19,Routine,Response to alert,1
2025-05-02,P0070,GH002,F01,Water,664.9155488,0.0025,1.66,Irrigation adjustment,Routine,0
2025-05-02,P0070,GH002,F01,Energy,29.78418065,0.19,5.66,Growth phase,Routine,0
2025-05-08,P0070,GH002,F01,Fertilizer,28.24593415,1.95,55.08,Routine,Response to alert,1
2025-05-08,P0070,GH002,F01,Water,496.5248666,0.0025,1.24,Irrigation adjustment,Routine,0
2025-05-08,P0070,GH002,F01,Labor,2.076403124,28,58.14,Growth phase,Routine,0
2025-05-16,P0070,GH002,F01,Fertilizer,16.74130744,1.95,32.65,Pest response,Response to alert,1
2025-05-16,P0070,GH002,F01,Pesticide,2.331869648,14,32.65,Growth phase,Routine,0
2025-05-16,P0070,GH002,F01,Water,776.7879925,0.0025,1.94,Routine,Routine,0
2025-05-16,P0070,GH002,F01,Labor,0.578209691,28,16.19,Growth phase,Routine,0
2025-06-08,P0070,GH002,F01,Fertilizer,15.6619893,1.95,30.54,Pest response,Routine,0
2025-06-08,P0070,GH002,F01,Pesticide,2.593631598,14,36.31,Growth phase,Routine,0
2025-06-08,P0070,GH002,F01,Water,698.1164976,0.0025,1.75,Irrigation adjustment,Routine,0
2025-06-08,P0070,GH002,F01,Labor,1.71766975,28,48.09,Routine,Routine,0
2025-06-08,P0070,GH002,F01,Energy,34.9763009,0.19,6.65,Shock response,Routine,0
2025-06-15,P0070,GH002,F01,Fertilizer,16.98404203,1.95,33.12,Pest response,Response to alert,1
2025-06-15,P0070,GH002,F01,Pesticide,1.512634593,14,21.18,Pest response,Response to alert,1
2025-06-15,P0070,GH002,F01,Water,531.5408805,0.0025,1.33,Shock response,Routine,0
2025-06-15,P0070,GH002,F01,Labor,1.81856363,28,50.92,Shock response,Routine,0
2025-06-15,P0070,GH002,F01,Energy,20.47912257,0.19,3.89,Growth phase,Routine,0
2025-06-24,P0070,GH002,F01,Pesticide,1.508623724,14,21.12,Pest response,Response to alert,1
2025-06-24,P0070,GH002,F01,Water,753.9203203,0.0025,1.88,Irrigation adjustment,Routine,0
2025-06-24,P0070,GH002,F01,Labor,2.12942927,28,59.62,Pest response,Routine,0
2025-06-24,P0070,GH002,F01,Energy,22.80522483,0.19,4.33,Irrigation adjustment,Routine,0
2025-07-08,P0070,GH002,F01,Fertilizer,13.95555215,1.95,27.21,Pest response,Routine,0
2025-07-08,P0070,GH002,F01,Water,855.2238714,0.0025,2.14,Pest response,Routine,0
2025-07-08,P0070,GH002,F01,Labor,0.851401066,28,23.84,Shock response,Routine,0
2025-08-11,P0070,GH002,F01,Fertilizer,12.53304343,1.95,24.44,Shock response,Routine,0
2025-08-11,P0070,GH002,F01,Pesticide,2.717775299,14,38.05,Growth phase,Response to alert,1
2025-08-11,P0070,GH002,F01,Water,635.7836553,0.0025,1.59,Shock response,Routine,0
2025-08-11,P0070,GH002,F01,Energy,41.85567523,0.19,7.95,Irrigation adjustment,Routine,0
2025-03-17,P0071,GH017,F08,Pesticide,2.077331145,14,29.08,Irrigation adjustment,Routine,0
2025-03-17,P0071,GH017,F08,Water,735.9981052,0.0025,1.84,Routine,Routine,0
2025-03-17,P0071,GH017,F08,Labor,1.400130697,28,39.2,Shock response,Routine,0
2025-03-17,P0071,GH017,F08,Energy,39.6257113,0.19,7.53,Routine,Routine,0
2025-03-22,P0071,GH017,F08,Fertilizer,16.0510671,1.95,31.3,Shock response,Routine,0
2025-03-22,P0071,GH017,F08,Pesticide,2.764587886,14,38.7,Routine,Response to alert,1
2025-03-22,P0071,GH017,F08,Water,602.078527,0.0025,1.51,Routine,Routine,0
2025-03-22,P0071,GH017,F08,Energy,38.30006587,0.19,7.28,Routine,Routine,0
2025-03-29,P0071,GH017,F08,Fertilizer,22.16059026,1.95,43.21,Routine,Routine,0
2025-03-29,P0071,GH017,F08,Water,834.7957646,0.0025,2.09,Irrigation adjustment,Routine,0
2025-03-29,P0071,GH017,F08,Labor,2.236543504,28,62.62,Growth phase,Routine,0
2025-04-18,P0071,GH017,F08,Fertilizer,14.3046421,1.95,27.89,Shock response,Routine,0
2025-04-18,P0071,GH017,F08,Water,775.0868062,0.0025,1.94,Pest response,Routine,0
2025-05-12,P0071,GH017,F08,Fertilizer,19.71901721,1.95,38.45,Shock response,Response to alert,1
2025-05-12,P0071,GH017,F08,Labor,1.68239974,28,47.11,Routine,Routine,0
2025-05-14,P0071,GH017,F08,Fertilizer,14.69620515,1.95,28.66,Irrigation adjustment,Routine,0
2025-05-14,P0071,GH017,F08,Pesticide,3.082058491,14,43.15,Irrigation adjustment,Routine,0
2025-05-14,P0071,GH017,F08,Water,705.3630114,0.0025,1.76,Irrigation adjustment,Routine,0
2025-05-14,P0071,GH017,F08,Energy,26.84722372,0.19,5.1,Irrigation adjustment,Routine,0
2025-06-15,P0071,GH017,F08,Fertilizer,18.09176713,1.95,35.28,Pest response,Response to alert,1
2025-06-15,P0071,GH017,F08,Labor,1.166953752,28,32.67,Shock response,Routine,0
2025-06-19,P0071,GH017,F08,Pesticide,1.914431225,14,26.8,Shock response,Response to alert,1
2025-06-19,P0071,GH017,F08,Water,616.792236,0.0025,1.54,Irrigation adjustment,Routine,0
2025-06-21,P0071,GH017,F08,Fertilizer,27.14819458,1.95,52.94,Shock response,Response to alert,1
2025-06-21,P0071,GH017,F08,Water,272.4305668,0.0025,0.68,Shock response,Routine,0
2025-06-21,P0071,GH017,F08,Labor,2.204052099,28,61.71,Routine,Routine,0
2025-08-03,P0071,GH017,F08,Fertilizer,11.86521004,1.95,23.14,Pest response,Response to alert,1
2025-08-03,P0071,GH017,F08,Water,795.0000223,0.0025,1.99,Routine,Routine,0
2025-08-03,P0071,GH017,F08,Labor,2.247255985,28,62.92,Growth phase,Routine,0
2025-08-03,P0071,GH017,F08,Energy,29.2405707,0.19,5.56,Pest response,Routine,0
2025-08-24,P0071,GH017,F08,Fertilizer,29.89560421,1.95,58.3,Shock response,Response to alert,1
2025-08-24,P0071,GH017,F08,Pesticide,2.681157345,14,37.54,Pest response,Response to alert,1
2025-08-24,P0071,GH017,F08,Water,782.6776665,0.0025,1.96,Irrigation adjustment,Routine,0
2025-08-24,P0071,GH017,F08,Labor,2.869548459,28,80.35,Shock response,Routine,0
2025-08-24,P0071,GH017,F08,Energy,42.20157703,0.19,8.02,Irrigation adjustment,Routine,0
2025-09-01,P0071,GH017,F08,Pesticide,1.561369233,14,21.86,Irrigation adjustment,Response to alert,1
2025-09-01,P0071,GH017,F08,Water,554.8304653,0.0025,1.39,Irrigation adjustment,Routine,0
2025-09-01,P0071,GH017,F08,Labor,2.321370963,28,65,Pest response,Routine,0
2025-09-01,P0071,GH017,F08,Energy,26.36288164,0.19,5.01,Growth phase,Routine,0
2025-03-03,P0072,GH013,F08,Fertilizer,13.95952814,1.95,27.22,Pest response,Response to alert,1
2025-03-03,P0072,GH013,F08,Pesticide,2.865443833,14,40.12,Growth phase,Response to alert,1
2025-03-03,P0072,GH013,F08,Water,794.6747811,0.0025,1.99,Pest response,Routine,0
2025-03-03,P0072,GH013,F08,Labor,2.697207171,28,75.52,Routine,Routine,0
2025-03-03,P0072,GH013,F08,Energy,19.4822957,0.19,3.7,Irrigation adjustment,Routine,0
2025-03-25,P0072,GH013,F08,Fertilizer,10.06282912,1.95,19.62,Pest response,Response to alert,1
2025-03-25,P0072,GH013,F08,Water,819.5028028,0.0025,2.05,Pest response,Routine,0
2025-03-25,P0072,GH013,F08,Labor,1.88621349,28,52.81,Irrigation adjustment,Routine,0
2025-03-25,P0072,GH013,F08,Energy,29.04867466,0.19,5.52,Irrigation adjustment,Routine,0
2025-05-05,P0072,GH013,F08,Fertilizer,8.571910678,1.95,16.72,Routine,Routine,0
2025-05-05,P0072,GH013,F08,Water,595.4551755,0.0025,1.49,Shock response,Routine,0
2025-05-05,P0072,GH013,F08,Labor,2.538892804,28,71.09,Shock response,Routine,0
2025-05-17,P0072,GH013,F08,Water,590.4179862,0.0025,1.48,Growth phase,Routine,0
2025-06-07,P0072,GH013,F08,Fertilizer,12.19472973,1.95,23.78,Irrigation adjustment,Routine,0
2025-06-07,P0072,GH013,F08,Water,613.7430593,0.0025,1.53,Irrigation adjustment,Routine,0
2025-06-07,P0072,GH013,F08,Labor,2.992468254,28,83.79,Pest response,Routine,0
2025-06-07,P0072,GH013,F08,Energy,33.48984382,0.19,6.36,Routine,Routine,0
2025-06-24,P0072,GH013,F08,Fertilizer,27.58445845,1.95,53.79,Routine,Response to alert,1
2025-06-24,P0072,GH013,F08,Pesticide,0.798407921,14,11.18,Irrigation adjustment,Response to alert,1
2025-06-24,P0072,GH013,F08,Water,748.5012454,0.0025,1.87,Irrigation adjustment,Routine,0
2025-06-24,P0072,GH013,F08,Labor,1.674770134,28,46.89,Routine,Routine,0
2025-07-20,P0072,GH013,F08,Fertilizer,12.44752302,1.95,24.27,Routine,Routine,0
2025-07-20,P0072,GH013,F08,Pesticide,3.738079242,14,52.33,Routine,Response to alert,1
2025-07-20,P0072,GH013,F08,Water,738.5968448,0.0025,1.85,Irrigation adjustment,Routine,0
2025-08-10,P0072,GH013,F08,Fertilizer,11.86963963,1.95,23.15,Shock response,Routine,0
2025-08-10,P0072,GH013,F08,Water,765.6921482,0.0025,1.91,Routine,Routine,0
2025-08-10,P0072,GH013,F08,Labor,2.240906132,28,62.75,Irrigation adjustment,Routine,0
2025-08-10,P0072,GH013,F08,Energy,18.97797212,0.19,3.61,Irrigation adjustment,Routine,0
2025-08-11,P0072,GH013,F08,Fertilizer,31.51280094,1.95,61.45,Pest response,Routine,0
2025-08-11,P0072,GH013,F08,Pesticide,1.487574695,14,20.83,Irrigation adjustment,Routine,0
2025-08-11,P0072,GH013,F08,Water,699.135023,0.0025,1.75,Pest response,Routine,0
2025-04-04,P0073,GH014,F02,Fertilizer,20.71871996,1.95,40.4,Routine,Response to alert,1
2025-04-04,P0073,GH014,F02,Pesticide,2.558269248,14,35.82,Irrigation adjustment,Response to alert,1
2025-04-04,P0073,GH014,F02,Water,656.4176303,0.0025,1.64,Irrigation adjustment,Routine,0
2025-04-04,P0073,GH014,F02,Labor,1.707969894,28,47.82,Growth phase,Routine,0
2025-04-27,P0073,GH014,F02,Fertilizer,10.4122755,1.95,20.3,Irrigation adjustment,Response to alert,1
2025-04-27,P0073,GH014,F02,Pesticide,1.330941347,14,18.63,Irrigation adjustment,Routine,0
2025-04-27,P0073,GH014,F02,Water,495.0915321,0.0025,1.24,Routine,Routine,0
2025-04-27,P0073,GH014,F02,Labor,1.431244447,28,40.07,Irrigation adjustment,Routine,0
2025-05-24,P0073,GH014,F02,Water,508.2091407,0.0025,1.27,Shock response,Routine,0
2025-05-24,P0073,GH014,F02,Labor,2.48916877,28,69.7,Irrigation adjustment,Routine,0
2025-05-24,P0073,GH014,F02,Energy,49.48727932,0.19,9.4,Routine,Routine,0
2025-05-26,P0073,GH014,F02,Fertilizer,21.65935852,1.95,42.24,Routine,Routine,0
2025-05-26,P0073,GH014,F02,Water,748.2322641,0.0025,1.87,Pest response,Routine,0
2025-05-26,P0073,GH014,F02,Labor,1.397023197,28,39.12,Growth phase,Routine,0
2025-05-26,P0073,GH014,F02,Energy,41.48072236,0.19,7.88,Growth phase,Routine,0
2025-06-12,P0073,GH014,F02,Fertilizer,9.418242136,1.95,18.37,Shock response,Routine,0
2025-06-12,P0073,GH014,F02,Pesticide,2.880747186,14,40.33,Routine,Routine,0
2025-06-12,P0073,GH014,F02,Water,671.5528745,0.0025,1.68,Growth phase,Routine,0
2025-06-12,P0073,GH014,F02,Labor,1.794379675,28,50.24,Shock response,Routine,0
2025-06-12,P0073,GH014,F02,Energy,48.232378,0.19,9.16,Irrigation adjustment,Routine,0
2025-06-23,P0073,GH014,F02,Fertilizer,18.14291657,1.95,35.38,Shock response,Response to alert,1
2025-06-23,P0073,GH014,F02,Pesticide,3.825597395,14,53.56,Pest response,Response to alert,1
2025-06-23,P0073,GH014,F02,Water,741.587039,0.0025,1.85,Irrigation adjustment,Routine,0
2025-06-23,P0073,GH014,F02,Energy,47.19555675,0.19,8.97,Irrigation adjustment,Routine,0
2025-07-20,P0073,GH014,F02,Fertilizer,27.86223542,1.95,54.33,Pest response,Routine,0
2025-07-20,P0073,GH014,F02,Pesticide,2.629291833,14,36.81,Pest response,Response to alert,1
2025-07-20,P0073,GH014,F02,Water,700.6825285,0.0025,1.75,Growth phase,Routine,0
2025-07-20,P0073,GH014,F02,Labor,2.070387734,28,57.97,Routine,Routine,0
2025-07-20,P0073,GH014,F02,Energy,25.56757482,0.19,4.86,Shock response,Routine,0
2025-07-24,P0073,GH014,F02,Fertilizer,12.87253145,1.95,25.1,Pest response,Response to alert,1
2025-07-24,P0073,GH014,F02,Water,905.9189214,0.0025,2.26,Routine,Routine,0
2025-07-31,P0073,GH014,F02,Fertilizer,16.38785703,1.95,31.96,Routine,Response to alert,1
2025-07-31,P0073,GH014,F02,Water,691.8270495,0.0025,1.73,Shock response,Routine,0
2025-07-31,P0073,GH014,F02,Labor,1.53387048,28,42.95,Irrigation adjustment,Routine,0
2025-07-31,P0073,GH014,F02,Energy,30.57028561,0.19,5.81,Growth phase,Routine,0
2025-08-07,P0073,GH014,F02,Fertilizer,24.89942302,1.95,48.55,Shock response,Routine,0
2025-08-07,P0073,GH014,F02,Water,625.7258897,0.0025,1.56,Growth phase,Routine,0
2025-08-07,P0073,GH014,F02,Labor,0.856368489,28,23.98,Pest response,Routine,0
2025-08-14,P0073,GH014,F02,Fertilizer,12.73796468,1.95,24.84,Irrigation adjustment,Routine,0
2025-08-14,P0073,GH014,F02,Water,822.410621,0.0025,2.06,Growth phase,Routine,0
2025-03-12,P0074,GH005,F01,Fertilizer,16.28228636,1.95,31.75,Growth phase,Response to alert,1
2025-03-12,P0074,GH005,F01,Water,557.1016449,0.0025,1.39,Growth phase,Routine,0
2025-03-12,P0074,GH005,F01,Labor,1.067520893,28,29.89,Shock response,Routine,0
2025-03-12,P0074,GH005,F01,Energy,27.74861983,0.19,5.27,Shock response,Routine,0
2025-04-01,P0074,GH005,F01,Fertilizer,21.61459635,1.95,42.15,Irrigation adjustment,Response to alert,1
2025-04-01,P0074,GH005,F01,Water,822.085742,0.0025,2.06,Irrigation adjustment,Routine,0
2025-04-01,P0074,GH005,F01,Labor,2.117786416,28,59.3,Growth phase,Routine,0
2025-04-01,P0074,GH005,F01,Energy,21.03854902,0.19,4,Shock response,Routine,0
2025-04-26,P0074,GH005,F01,Fertilizer,22.69185239,1.95,44.25,Pest response,Response to alert,1
2025-04-26,P0074,GH005,F01,Pesticide,2.438357043,14,34.14,Pest response,Response to alert,1
2025-04-26,P0074,GH005,F01,Water,666.0450184,0.0025,1.67,Growth phase,Routine,0
2025-04-26,P0074,GH005,F01,Labor,1.526073358,28,42.73,Routine,Routine,0
2025-05-25,P0074,GH005,F01,Fertilizer,18.67348565,1.95,36.41,Shock response,Routine,0
2025-05-25,P0074,GH005,F01,Pesticide,2.941929244,14,41.19,Shock response,Routine,0
2025-05-25,P0074,GH005,F01,Water,659.3212435,0.0025,1.65,Pest response,Routine,0
2025-05-25,P0074,GH005,F01,Labor,2.210492538,28,61.89,Routine,Routine,0
2025-05-25,P0074,GH005,F01,Energy,44.16772725,0.19,8.39,Routine,Routine,0
2025-06-26,P0074,GH005,F01,Fertilizer,20.20586473,1.95,39.4,Pest response,Routine,0
2025-06-26,P0074,GH005,F01,Pesticide,2.715175545,14,38.01,Pest response,Response to alert,1
2025-06-26,P0074,GH005,F01,Water,542.733486,0.0025,1.36,Growth phase,Routine,0
2025-06-26,P0074,GH005,F01,Labor,1.844707898,28,51.65,Growth phase,Routine,0
2025-07-06,P0074,GH005,F01,Fertilizer,22.77424902,1.95,44.41,Irrigation adjustment,Routine,0
2025-07-06,P0074,GH005,F01,Water,599.9140298,0.0025,1.5,Shock response,Routine,0
2025-07-06,P0074,GH005,F01,Labor,2.096765936,28,58.71,Shock response,Routine,0
2025-07-18,P0074,GH005,F01,Fertilizer,13.39469032,1.95,26.12,Irrigation adjustment,Response to alert,1
2025-07-18,P0074,GH005,F01,Water,379.1955218,0.0025,0.95,Irrigation adjustment,Routine,0
2025-07-18,P0074,GH005,F01,Labor,0.745193224,28,20.87,Irrigation adjustment,Routine,0
2025-07-18,P0074,GH005,F01,Energy,38.98187621,0.19,7.41,Pest response,Routine,0
2025-07-27,P0074,GH005,F01,Fertilizer,17.50971266,1.95,34.14,Routine,Routine,0
2025-07-27,P0074,GH005,F01,Water,606.669773,0.0025,1.52,Growth phase,Routine,0
2025-07-27,P0074,GH005,F01,Labor,1.453756315,28,40.71,Pest response,Routine,0
2025-07-27,P0074,GH005,F01,Energy,26.17828892,0.19,4.97,Routine,Routine,0
2025-03-03,P0075,GH002,F01,Fertilizer,21.3983553,1.95,41.73,Pest response,Response to alert,1
2025-03-03,P0075,GH002,F01,Pesticide,1.798547701,14,25.18,Growth phase,Routine,0
2025-03-03,P0075,GH002,F01,Water,381.2611046,0.0025,0.95,Irrigation adjustment,Routine,0
2025-03-03,P0075,GH002,F01,Labor,1.282403953,28,35.91,Irrigation adjustment,Routine,0
2025-04-15,P0075,GH002,F01,Water,682.4380062,0.0025,1.71,Shock response,Routine,0
2025-04-15,P0075,GH002,F01,Labor,1.470734298,28,41.18,Growth phase,Routine,0
2025-04-17,P0075,GH002,F01,Fertilizer,18.48733802,1.95,36.05,Routine,Response to alert,1
2025-04-17,P0075,GH002,F01,Water,729.7866986,0.0025,1.82,Routine,Routine,0
2025-04-17,P0075,GH002,F01,Labor,1.886760992,28,52.83,Growth phase,Routine,0
2025-04-24,P0075,GH002,F01,Pesticide,2.150921605,14,30.11,Pest response,Response to alert,1
2025-04-24,P0075,GH002,F01,Water,658.594058,0.0025,1.65,Irrigation adjustment,Routine,0
2025-04-24,P0075,GH002,F01,Labor,2.465826025,28,69.04,Pest response,Routine,0
2025-04-24,P0075,GH002,F01,Energy,38.58518908,0.19,7.33,Shock response,Routine,0
2025-04-27,P0075,GH002,F01,Fertilizer,28.67481628,1.95,55.92,Shock response,Response to alert,1
2025-04-27,P0075,GH002,F01,Water,613.3292888,0.0025,1.53,Irrigation adjustment,Routine,0
2025-04-27,P0075,GH002,F01,Labor,2.034341276,28,56.96,Growth phase,Routine,0
2025-04-27,P0075,GH002,F01,Energy,37.31193865,0.19,7.09,Growth phase,Routine,0
2025-05-15,P0075,GH002,F01,Fertilizer,18.99196412,1.95,37.03,Irrigation adjustment,Response to alert,1
2025-05-15,P0075,GH002,F01,Pesticide,1.991891622,14,27.89,Irrigation adjustment,Response to alert,1
2025-05-15,P0075,GH002,F01,Water,557.6974912,0.0025,1.39,Irrigation adjustment,Routine,0
2025-05-15,P0075,GH002,F01,Labor,1.999532048,28,55.99,Routine,Routine,0
2025-05-21,P0075,GH002,F01,Fertilizer,21.26846732,1.95,41.47,Growth phase,Routine,0
2025-05-21,P0075,GH002,F01,Pesticide,3.594736002,14,50.33,Routine,Routine,0
2025-05-21,P0075,GH002,F01,Water,662.98831,0.0025,1.66,Growth phase,Routine,0
2025-05-21,P0075,GH002,F01,Energy,26.14312922,0.19,4.97,Growth phase,Routine,0
2025-06-15,P0075,GH002,F01,Fertilizer,23.17968174,1.95,45.2,Pest response,Response to alert,1
2025-06-15,P0075,GH002,F01,Pesticide,2.595722416,14,36.34,Pest response,Response to alert,1
2025-06-15,P0075,GH002,F01,Water,705.4588964,0.0025,1.76,Shock response,Routine,0
2025-06-15,P0075,GH002,F01,Labor,1.280840943,28,35.86,Irrigation adjustment,Routine,0
2025-06-15,P0075,GH002,F01,Energy,41.86279685,0.19,7.95,Irrigation adjustment,Routine,0
2025-06-24,P0075,GH002,F01,Fertilizer,21.37667575,1.95,41.68,Shock response,Routine,0
2025-06-24,P0075,GH002,F01,Pesticide,1.77873751,14,24.9,Shock response,Response to alert,1
2025-06-24,P0075,GH002,F01,Water,803.8041237,0.0025,2.01,Routine,Routine,0
2025-06-24,P0075,GH002,F01,Labor,2.01314032,28,56.37,Growth phase,Routine,0
2025-07-02,P0075,GH002,F01,Fertilizer,27.42231007,1.95,53.47,Irrigation adjustment,Routine,0
2025-07-02,P0075,GH002,F01,Pesticide,1.337943562,14,18.73,Growth phase,Routine,0
2025-07-02,P0075,GH002,F01,Water,957.953295,0.0025,2.39,Shock response,Routine,0
2025-07-02,P0075,GH002,F01,Labor,1.447955033,28,40.54,Irrigation adjustment,Routine,0
2025-07-02,P0075,GH002,F01,Energy,41.53637403,0.19,7.89,Shock response,Routine,0
2025-08-03,P0075,GH002,F01,Water,450.6207316,0.0025,1.13,Irrigation adjustment,Routine,0
2025-08-03,P0075,GH002,F01,Labor,2.113055695,28,59.17,Irrigation adjustment,Routine,0
2025-08-03,P0075,GH002,F01,Energy,17.11933406,0.19,3.25,Irrigation adjustment,Routine,0
2025-02-26,P0076,GH019,F08,Fertilizer,21.74722734,1.95,42.41,Routine,Routine,0
2025-02-26,P0076,GH019,F08,Pesticide,1.165823943,14,16.32,Pest response,Routine,0
2025-02-26,P0076,GH019,F08,Labor,1.133436614,28,31.74,Shock response,Routine,0
2025-02-26,P0076,GH019,F08,Energy,37.91850427,0.19,7.2,Irrigation adjustment,Routine,0
2025-02-28,P0076,GH019,F08,Fertilizer,23.27840609,1.95,45.39,Irrigation adjustment,Routine,0
2025-02-28,P0076,GH019,F08,Pesticide,2.755111097,14,38.57,Irrigation adjustment,Routine,0
2025-02-28,P0076,GH019,F08,Water,610.3843853,0.0025,1.53,Irrigation adjustment,Routine,0
2025-02-28,P0076,GH019,F08,Energy,32.13424613,0.19,6.11,Routine,Routine,0
2025-03-02,P0076,GH019,F08,Fertilizer,17.48836261,1.95,34.1,Pest response,Routine,0
2025-03-02,P0076,GH019,F08,Pesticide,1.975017741,14,27.65,Shock response,Response to alert,1
